PERSON_ID,PLAYER_FIRST_NAME,PLAYER_LAST_NAME,birthCountry,height,weight,POSITION,from_year,to_year,isG,isF,isC,season
1630846,Olivier,Sarr,France,6-11,240,Center,2021.0,2023.0,0,0,1,2021-22
1630846,Olivier,Sarr,France,6-11,240,Center,2021.0,2023.0,0,0,1,2022-23
203107,Tomas,Satoransky,Czech Republic,6-7,210,Guard,2016.0,2021.0,1,0,0,2021-22
1630648,Jordan,Schakel,USA,6-6,200,Guard,2021.0,2022.0,1,0,0,2021-22
1630648,Jordan,Schakel,USA,6-6,200,Guard,2021.0,2022.0,1,0,0,2022-23
1629678,Admiral,Schofield,United Kingdom,6-5,241,Forward,2019.0,2023.0,0,1,0,2021-22
1629678,Admiral,Schofield,United Kingdom,6-5,241,Forward,2019.0,2023.0,0,1,0,2022-23
203471,Dennis,Schroder,Germany,6-1,172,Guard,2013.0,2023.0,1,0,0,2021-22
203471,Dennis,Schroder,Germany,6-1,172,Guard,2013.0,2023.0,1,0,0,2022-23
1630286,Tre,Scott,USA,6-8,225,Forward,2021.0,2021.0,0,1,0,2021-22
1630206,Jay,Scrubb,USA,6-5,220,Guard,2020.0,2022.0,1,0,0,2021-22
1630206,Jay,Scrubb,USA,6-5,220,Guard,2020.0,2022.0,1,0,0,2022-23
1631220,Dereon,Seabron,USA,6-5,180,Guard,2022.0,2023.0,1,0,0,2021-22
1631220,Dereon,Seabron,USA,6-5,180,Guard,2022.0,2023.0,1,0,0,2022-23
1627782,Wayne,Selden,USA,6-4,232,Guard,2016.0,2021.0,1,0,0,2021-22
1629012,Collin,Sexton,USA,6-2,190,Guard,2018.0,2023.0,1,0,0,2021-22
1629012,Collin,Sexton,USA,6-2,190,Guard,2018.0,2023.0,1,0,0,2022-23
1629013,Landry,Shamet,USA,6-4,190,Guard,2018.0,2023.0,1,0,0,2021-22
1629013,Landry,Shamet,USA,6-4,190,Guard,2018.0,2023.0,1,0,0,2022-23
1630549,Day'Ron,Sharpe,USA,6-9,265,Center,2021.0,2023.0,0,0,1,2021-22
1630549,Day'Ron,Sharpe,USA,6-9,265,Center,2021.0,2023.0,0,0,1,2022-23
1631101,Shaedon,Sharpe,Canada,6-5,200,Guard,2022.0,2023.0,1,0,0,2021-22
1631101,Shaedon,Sharpe,Canada,6-5,200,Guard,2022.0,2023.0,1,0,0,2022-23
1627783,Pascal,Siakam,Cameroon,6-8,230,Forward,2016.0,2023.0,0,1,0,2021-22
1627783,Pascal,Siakam,Cameroon,6-8,230,Forward,2016.0,2023.0,0,1,0,2022-23
1629735,Chris,Silva,Gabon,6-8,234,Forward,2019.0,2022.0,0,1,0,2021-22
1629735,Chris,Silva,Gabon,6-8,234,Forward,2019.0,2022.0,0,1,0,2022-23
1627732,Ben,Simmons,Australia,6-10,240,Guard-Forward,2016.0,2023.0,1,1,0,2021-22
1627732,Ben,Simmons,Australia,6-10,240,Guard-Forward,2016.0,2023.0,1,1,0,2022-23
1628424,Kobi,Simmons,USA,6-5,180,Guard,2017.0,2023.0,1,0,0,2021-22
1628424,Kobi,Simmons,USA,6-5,180,Guard,2017.0,2023.0,1,0,0,2022-23
1630250,Marko,Simonovic,Montenegro,7-0,220,Center,2021.0,2023.0,0,0,1,2021-22
1630250,Marko,Simonovic,Montenegro,7-0,220,Center,2021.0,2023.0,0,0,1,2022-23
1629014,Anfernee,Simons,USA,6-3,181,Guard,2018.0,2023.0,1,0,0,2021-22
1629014,Anfernee,Simons,USA,6-3,181,Guard,2018.0,2023.0,1,0,0,2022-23
1630285,Zavier,Simpson,USA,6-0,190,Guard,2021.0,2021.0,1,0,0,2021-22
1630579,Jericho,Sims,USA,6-10,250,Center,2021.0,2023.0,0,0,1,2021-22
1630579,Jericho,Sims,USA,6-10,250,Center,2021.0,2023.0,0,0,1,2022-23
1629686,Deividas,Sirvydis,Lithuania,6-8,190,Forward-Guard,2020.0,2021.0,1,1,0,2021-22
1630606,Javonte,Smart,USA,6-4,205,Guard,2021.0,2021.0,1,0,0,2021-22
203935,Marcus,Smart,USA,6-4,220,Guard,2014.0,2023.0,1,0,0,2021-22
203935,Marcus,Smart,USA,6-4,220,Guard,2014.0,2023.0,1,0,0,2022-23
1630696,Dru,Smith,USA,6-3,203,Guard,2022.0,2023.0,1,0,0,2021-22
1630696,Dru,Smith,USA,6-3,203,Guard,2022.0,2023.0,1,0,0,2022-23
202397,Ish,Smith,USA,6-0,175,Guard,2010.0,2023.0,1,0,0,2021-22
202397,Ish,Smith,USA,6-0,175,Guard,2010.0,2023.0,1,0,0,2022-23
1630188,Jalen,Smith,USA,6-9,215,Forward-Center,2020.0,2023.0,0,1,1,2021-22
1630188,Jalen,Smith,USA,6-9,215,Forward-Center,2020.0,2023.0,0,1,1,2022-23
1628372,Dennis,Smith Jr.,USA,6-2,205,Guard,2017.0,2023.0,1,0,0,2021-22
1628372,Dennis,Smith Jr.,USA,6-2,205,Guard,2017.0,2023.0,1,0,0,2022-23
1631095,Jabari,Smith Jr.,USA,6-11,220,Forward,2022.0,2023.0,0,1,0,2021-22
1631095,Jabari,Smith Jr.,USA,6-11,220,Forward,2022.0,2023.0,0,1,0,2022-23
1630270,Xavier,Sneed,USA,6-5,215,Forward,2021.0,2023.0,0,1,0,2021-22
1630270,Xavier,Sneed,USA,6-5,215,Forward,2021.0,2023.0,0,1,0,2022-23
203503,Tony,Snell,USA,6-6,213,Guard,2013.0,2021.0,1,0,0,2021-22
1631110,Jeremy,Sochan,Poland,6-8,230,Forward,2022.0,2023.0,0,1,0,2021-22
1631110,Jeremy,Sochan,Poland,6-8,230,Forward,2022.0,2023.0,0,1,0,2022-23
1630531,Jaden,Springer,USA,6-4,202,Guard,2021.0,2023.0,1,0,0,2021-22
1630531,Jaden,Springer,USA,6-4,202,Guard,2021.0,2023.0,1,0,0,2022-23
1630199,Cassius,Stanley,USA,6-5,190,Guard,2020.0,2021.0,1,0,0,2021-22
203917,Nik,Stauskas,Canada,6-6,207,Guard,2014.0,2021.0,1,0,0,2021-22
202362,Lance,Stephenson,USA,6-5,210,Forward,2010.0,2021.0,0,1,0,2021-22
1630205,Lamar,Stevens,USA,6-6,230,Forward,2020.0,2023.0,0,1,0,2021-22
1630205,Lamar,Stevens,USA,6-6,230,Forward,2020.0,2023.0,0,1,0,2022-23
1630597,D.J.,Stewart,USA,6-5,205,Guard,2021.0,2021.0,1,0,0,2021-22
1630191,Isaiah,Stewart,USA,6-8,250,Forward-Center,2020.0,2023.0,0,1,1,2021-22
1630191,Isaiah,Stewart,USA,6-8,250,Forward-Center,2020.0,2023.0,0,1,1,2022-23
1629622,Max,Strus,USA,6-5,215,Guard-Forward,2019.0,2023.0,1,1,0,2021-22
1629622,Max,Strus,USA,6-5,215,Guard-Forward,2019.0,2023.0,1,1,0,2022-23
1630591,Jalen,Suggs,USA,6-5,205,Guard,2021.0,2023.0,1,0,0,2021-22
1630591,Jalen,Suggs,USA,6-5,205,Guard,2021.0,2023.0,1,0,0,2022-23
1628410,Edmond,Sumner,USA,6-4,196,Guard,2017.0,2023.0,1,0,0,2021-22
1628410,Edmond,Sumner,USA,6-4,196,Guard,2017.0,2023.0,1,0,0,2022-23
1631306,Cole,Swider,USA,6-9,220,Forward,2022.0,2023.0,0,1,0,2021-22
1631306,Cole,Swider,USA,6-9,220,Forward,2022.0,2023.0,0,1,0,2022-23
1628591,Craig,Sword,USA,6-3,196,Guard,2021.0,2021.0,1,0,0,2021-22
1626208,Keifer,Sykes,USA,5-11,167,Guard,2021.0,2021.0,1,0,0,2021-22
1630256,Jae'Sean,Tate,USA,6-5,230,Forward,2020.0,2023.0,0,1,0,2021-22
1630256,Jae'Sean,Tate,USA,6-5,230,Forward,2020.0,2023.0,0,1,0,2022-23
1628369,Jayson,Tatum,USA,6-8,210,Forward-Guard,2017.0,2023.0,1,1,0,2021-22
1628369,Jayson,Tatum,USA,6-8,210,Forward-Guard,2017.0,2023.0,1,1,0,2022-23
1630678,Terry,Taylor,USA,6-4,230,Forward,2021.0,2023.0,0,1,0,2021-22
1630678,Terry,Taylor,USA,6-4,230,Forward,2021.0,2023.0,0,1,0,2022-23
202066,Garrett,Temple,USA,6-6,195,Guard-Forward,2009.0,2022.0,1,1,0,2021-22
202066,Garrett,Temple,USA,6-6,195,Guard-Forward,2009.0,2022.0,1,1,0,2022-23
1631207,Dalen,Terry,USA,6-7,195,Forward,2022.0,2023.0,0,1,0,2021-22
1631207,Dalen,Terry,USA,6-7,195,Forward,2022.0,2023.0,0,1,0,2022-23
1629150,Emanuel,Terry,USA,6-9,220,Forward,2018.0,2021.0,0,1,0,2021-22
1630179,Tyrell,Terry,USA,6-2,160,Guard,2020.0,2021.0,1,0,0,2021-22
1630257,Jon,Teske,USA,7-1,265,Center,2021.0,2021.0,0,0,1,2021-22
1628464,Daniel,Theis,Germany,6-8,245,Forward-Center,2017.0,2023.0,0,1,1,2021-22
1628464,Daniel,Theis,Germany,6-8,245,Forward-Center,2017.0,2023.0,0,1,1,2022-23
1630271,Brodric,Thomas,USA,6-5,185,Guard,2020.0,2021.0,1,0,0,2021-22
1630560,Cam,Thomas,Japan,6-3,210,Guard,2021.0,2023.0,1,0,0,2021-22
1630560,Cam,Thomas,Japan,6-3,210,Guard,2021.0,2023.0,1,0,0,2022-23
202738,Isaiah,Thomas,USA,5-9,185,Guard,2011.0,2021.0,1,0,0,2021-22
1629744,Matt,Thomas,USA,6-3,190,Guard,2019.0,2021.0,1,0,0,2021-22
202691,Klay,Thompson,USA,6-6,220,Guard,2011.0,2023.0,1,0,0,2021-22
202691,Klay,Thompson,USA,6-6,220,Guard,2011.0,2023.0,1,0,0,2022-23
202684,Tristan,Thompson,Canada,6-9,254,Center-Forward,2011.0,2023.0,0,1,1,2021-22
202684,Tristan,Thompson,Canada,6-9,254,Center-Forward,2011.0,2023.0,0,1,1,2022-23
1630550,JT,Thor,USA,6-9,203,Forward,2021.0,2023.0,0,1,0,2021-22
1630550,JT,Thor,USA,6-9,203,Forward,2021.0,2023.0,0,1,0,2022-23
1629680,Matisse,Thybulle,USA,6-5,201,Guard-Forward,2019.0,2023.0,1,1,0,2021-22
1629680,Matisse,Thybulle,USA,6-5,201,Guard-Forward,2019.0,2023.0,1,1,0,2022-23
1629681,Killian,Tillie,France,6-9,220,Forward-Center,2020.0,2021.0,0,1,1,2021-22
1630214,Xavier,Tillman,USA,6-7,245,Forward,2020.0,2023.0,0,1,0,2021-22
1630214,Xavier,Tillman,USA,6-7,245,Forward,2020.0,2023.0,0,1,0,2022-23
1630167,Obi,Toppin,USA,6-9,220,Forward,2020.0,2023.0,0,1,0,2021-22
1630167,Obi,Toppin,USA,6-9,220,Forward,2020.0,2023.0,0,1,0,2022-23
1629308,Juan,Toscano-Anderson,USA,6-6,209,Forward,2019.0,2023.0,0,1,0,2021-22
1629308,Juan,Toscano-Anderson,USA,6-6,209,Forward,2019.0,2023.0,0,1,0,2022-23
1629018,Gary,Trent Jr.,USA,6-5,209,Guard-Forward,2018.0,2023.0,1,1,0,2021-22
1629018,Gary,Trent Jr.,USA,6-5,209,Guard-Forward,2018.0,2023.0,1,1,0,2022-23
200782,P.J.,Tucker,USA,6-5,245,Forward,2006.0,2023.0,0,1,0,2021-22
200782,P.J.,Tucker,USA,6-5,245,Forward,2006.0,2023.0,0,1,0,2022-23
1629730,Rayjon,Tucker,USA,6-3,209,Guard,2019.0,2021.0,1,0,0,2021-22
1626167,Myles,Turner,USA,6-11,250,Center-Forward,2015.0,2023.0,0,1,1,2021-22
1626167,Myles,Turner,USA,6-11,250,Center-Forward,2015.0,2023.0,0,1,1,2022-23
1630649,Stanley,Umude,USA,6-6,210,Guard,2022.0,2022.0,1,0,0,2021-22
1630649,Stanley,Umude,USA,6-6,210,Guard,2022.0,2022.0,1,0,0,2022-23
202685,Jonas,Valanciunas,Lithuania,6-11,265,Center,2012.0,2023.0,0,0,1,2021-22
202685,Jonas,Valanciunas,Lithuania,6-11,265,Center,2012.0,2023.0,0,0,1,2022-23
1627756,Denzel,Valentine,USA,6-4,220,Guard,2016.0,2021.0,1,0,0,2021-22
1627832,Fred,VanVleet,USA,6-0,197,Guard,2016.0,2023.0,1,0,0,2021-22
1627832,Fred,VanVleet,USA,6-0,197,Guard,2016.0,2023.0,1,0,0,2022-23
1629020,Jarred,Vanderbilt,USA,6-8,214,Forward,2018.0,2023.0,0,1,0,2021-22
1629020,Jarred,Vanderbilt,USA,6-8,214,Forward,2018.0,2023.0,0,1,0,2022-23
1630170,Devin,Vassell,USA,6-5,200,Guard-Forward,2020.0,2023.0,1,1,0,2021-22
1630170,Devin,Vassell,USA,6-5,200,Guard-Forward,2020.0,2023.0,1,1,0,2022-23
1630492,Luca,Vildoza,Argentina,6-3,190,Guard,2020.0,2021.0,1,0,0,2021-22
1629216,Gabe,Vincent,USA,6-2,200,Guard,2019.0,2023.0,1,0,0,2021-22
1629216,Gabe,Vincent,USA,6-2,200,Guard,2019.0,2023.0,1,0,0,2022-23
203943,Noah,Vonleh,USA,6-10,257,Forward,2014.0,2022.0,0,1,0,2021-22
203943,Noah,Vonleh,USA,6-10,257,Forward,2014.0,2022.0,0,1,0,2022-23
202696,Nikola,Vucevic,Montenegro,6-10,260,Center,2011.0,2023.0,0,0,1,2021-22
202696,Nikola,Vucevic,Montenegro,6-10,260,Center,2011.0,2023.0,0,0,1,2022-23
1629731,Dean,Wade,USA,6-9,228,Forward-Center,2019.0,2023.0,0,1,1,2021-22
1629731,Dean,Wade,USA,6-9,228,Forward-Center,2019.0,2023.0,0,1,1,2022-23
1630532,Franz,Wagner,Germany,6-10,220,Forward,2021.0,2023.0,0,1,0,2021-22
1630532,Franz,Wagner,Germany,6-10,220,Forward,2021.0,2023.0,0,1,0,2022-23
1629021,Moritz,Wagner,Germany,6-11,245,Forward-Center,2018.0,2023.0,0,1,1,2021-22
1629021,Moritz,Wagner,Germany,6-11,245,Forward-Center,2018.0,2023.0,0,1,1,2022-23
1630688,Ish,Wainright,USA,6-5,250,Forward,2021.0,2023.0,0,1,0,2021-22
1630688,Ish,Wainright,USA,6-5,250,Forward,2021.0,2023.0,0,1,0,2022-23
1631133,Jabari,Walker,USA,6-7,200,Forward,2022.0,2023.0,0,1,0,2021-22
1631133,Jabari,Walker,USA,6-7,200,Forward,2022.0,2023.0,0,1,0,2022-23
202689,Kemba,Walker,USA,6-0,184,Guard,2011.0,2022.0,1,0,0,2021-22
202689,Kemba,Walker,USA,6-0,184,Guard,2011.0,2022.0,1,0,0,2022-23
1630640,MJ,Walker,USA,6-5,213,Guard,2021.0,2021.0,1,0,0,2021-22
1629022,Lonnie,Walker IV,USA,6-4,204,Guard-Forward,2018.0,2023.0,1,1,0,2021-22
1629022,Lonnie,Walker IV,USA,6-4,204,Guard-Forward,2018.0,2023.0,1,1,0,2022-23
202322,John,Wall,USA,6-3,210,Guard,2010.0,2022.0,1,0,0,2021-22
202322,John,Wall,USA,6-3,210,Guard,2010.0,2022.0,1,0,0,2022-23
1627820,Tyrone,Wallace,USA,6-5,198,Guard,2017.0,2021.0,1,0,0,2021-22
1628476,Derrick,Walton Jr.,USA,6-0,185,Guard,2017.0,2021.0,1,0,0,2021-22
202954,Brad,Wanamaker,USA,6-3,210,Guard,2018.0,2021.0,1,0,0,2021-22
203933,T.J.,Warren,USA,6-8,220,Forward,2014.0,2023.0,0,1,0,2021-22
203933,T.J.,Warren,USA,6-8,220,Forward,2014.0,2023.0,0,1,0,2022-23
1629023,P.J.,Washington,USA,6-7,230,Forward,2019.0,2023.0,0,1,0,2021-22
1629023,P.J.,Washington,USA,6-7,230,Forward,2019.0,2023.0,0,1,0,2022-23
1630613,Duane,Washington Jr.,Germany,6-2,197,Guard,2021.0,2023.0,1,0,0,2021-22
1630613,Duane,Washington Jr.,Germany,6-2,197,Guard,2021.0,2023.0,1,0,0,2022-23
1631102,TyTy,Washington Jr.,USA,6-3,195,Guard,2022.0,2023.0,1,0,0,2021-22
1631102,TyTy,Washington Jr.,USA,6-3,195,Guard,2022.0,2023.0,1,0,0,2022-23
1629139,Yuta,Watanabe,Japan,6-8,215,Guard-Forward,2018.0,2023.0,1,1,0,2021-22
1629139,Yuta,Watanabe,Japan,6-8,215,Guard-Forward,2018.0,2023.0,1,1,0,2022-23
1629682,Tremont,Waters,USA,5-10,175,Guard,2019.0,2021.0,1,0,0,2021-22
1630322,Lindy,Waters III,USA,6-6,210,Forward,2021.0,2023.0,0,1,0,2021-22
1630322,Lindy,Waters III,USA,6-6,210,Forward,2021.0,2023.0,0,1,0,2022-23
1630570,Trendon,Watford,USA,6-8,237,Forward,2021.0,2022.0,0,1,0,2021-22
1630570,Trendon,Watford,USA,6-8,237,Forward,2021.0,2022.0,0,1,0,2022-23
1628778,Paul,Watson,USA,6-6,210,Guard,2019.0,2021.0,1,0,0,2021-22
1631212,Peyton,Watson,USA,6-7,200,Guard,2022.0,2023.0,1,0,0,2021-22
1631212,Peyton,Watson,USA,6-7,200,Guard,2022.0,2023.0,1,0,0,2022-23
1629683,Quinndary,Weatherspoon,USA,6-3,205,Guard,2019.0,2021.0,1,0,0,2021-22
1631104,Blake,Wesley,USA,6-4,185,Guard,2022.0,2023.0,1,0,0,2021-22
1631104,Blake,Wesley,USA,6-4,185,Guard,2022.0,2023.0,1,0,0,2022-23
201566,Russell,Westbrook,USA,6-3,200,Guard,2008.0,2023.0,1,0,0,2021-22
201566,Russell,Westbrook,USA,6-3,200,Guard,2008.0,2023.0,1,0,0,2022-23
1629632,Coby,White,USA,6-5,195,Guard,2019.0,2023.0,1,0,0,2021-22
1629632,Coby,White,USA,6-5,195,Guard,2019.0,2023.0,1,0,0,2022-23
1628401,Derrick,White,USA,6-4,190,Guard,2017.0,2023.0,1,0,0,2021-22
1628401,Derrick,White,USA,6-4,190,Guard,2017.0,2023.0,1,0,0,2022-23
1631298,Jack,White,Australia,6-7,225,Forward,2022.0,2023.0,0,1,0,2021-22
1631298,Jack,White,Australia,6-7,225,Forward,2022.0,2023.0,0,1,0,2022-23
202355,Hassan,Whiteside,USA,7-0,265,Center,2010.0,2021.0,0,0,1,2021-22
1630580,Joe,Wieskamp,USA,6-6,205,Guard-Forward,2021.0,2023.0,1,1,0,2021-22
1630580,Joe,Wieskamp,USA,6-6,205,Guard-Forward,2021.0,2023.0,1,1,0,2022-23
1630598,Aaron,Wiggins,USA,6-5,190,Guard,2021.0,2023.0,1,0,0,2021-22
1630598,Aaron,Wiggins,USA,6-5,190,Guard,2021.0,2023.0,1,0,0,2022-23
203952,Andrew,Wiggins,Canada,6-7,197,Forward,2014.0,2023.0,0,1,0,2021-22
203952,Andrew,Wiggins,Canada,6-7,197,Forward,2014.0,2023.0,0,1,0,2022-23
1629623,Lindell,Wigginton,Canada,6-1,189,Guard,2021.0,2023.0,1,0,0,2021-22
1629623,Lindell,Wigginton,Canada,6-1,189,Guard,2021.0,2023.0,1,0,0,2022-23
1631214,Alondes,Williams,USA,6-4,210,Guard,2022.0,2022.0,1,0,0,2021-22
1631214,Alondes,Williams,USA,6-4,210,Guard,2022.0,2022.0,1,0,0,2022-23
1630314,Brandon,Williams,USA,6-2,190,Guard,2021.0,2021.0,1,0,0,2021-22
1631495,Donovan,Williams,USA,6-6,190,Guard,2022.0,2022.0,1,0,0,2021-22
1631495,Donovan,Williams,USA,6-6,190,Guard,2022.0,2022.0,1,0,0,2022-23
1629684,Grant,Williams,USA,6-6,236,Forward,2019.0,2023.0,0,1,0,2021-22
1629684,Grant,Williams,USA,6-6,236,Forward,2019.0,2023.0,0,1,0,2022-23
1631114,Jalen,Williams,USA,6-5,211,Guard-Forward,2022.0,2023.0,1,1,0,2021-22
1631114,Jalen,Williams,USA,6-5,211,Guard-Forward,2022.0,2023.0,1,1,0,2022-23
1631119,Jaylin,Williams,USA,6-9,240,Forward,2022.0,2023.0,0,1,0,2021-22
1631119,Jaylin,Williams,USA,6-9,240,Forward,2022.0,2023.0,0,1,0,2022-23
1629026,Kenrich,Williams,USA,6-6,210,Guard-Forward,2018.0,2023.0,1,1,0,2021-22
1629026,Kenrich,Williams,USA,6-6,210,Guard-Forward,2018.0,2023.0,1,1,0,2022-23
101150,Lou,Williams,USA,6-2,175,Guard,2005.0,2021.0,1,0,0,2021-22
1631109,Mark,Williams,USA,7-0,240,Center,2022.0,2023.0,0,0,1,2021-22
1631109,Mark,Williams,USA,7-0,240,Center,2022.0,2023.0,0,0,1,2022-23
1630172,Patrick,Williams,USA,6-7,215,Forward,2020.0,2023.0,0,1,0,2021-22
1630172,Patrick,Williams,USA,6-7,215,Forward,2020.0,2023.0,0,1,0,2022-23
1630533,Ziaire,Williams,USA,6-9,185,Forward,2021.0,2023.0,0,1,0,2021-22
1630533,Ziaire,Williams,USA,6-9,185,Forward,2021.0,2023.0,0,1,0,2022-23
1629057,Robert,Williams III,USA,6-9,237,Center-Forward,2018.0,2023.0,0,1,1,2021-22
1629057,Robert,Williams III,USA,6-9,237,Center-Forward,2018.0,2023.0,0,1,1,2022-23
1631246,Vince,Williams Jr.,USA,6-4,205,Guard,2022.0,2023.0,1,0,0,2021-22
1631246,Vince,Williams Jr.,USA,6-4,205,Guard,2022.0,2023.0,1,0,0,2022-23
1629627,Zion,Williamson,USA,6-6,284,Forward,2019.0,2023.0,0,1,0,2021-22
1629627,Zion,Williamson,USA,6-6,284,Forward,2019.0,2023.0,0,1,0,2022-23
1628391,D.J.,Wilson,USA,6-10,231,Forward,2017.0,2021.0,0,1,0,2021-22
1629685,Dylan,Windler,USA,6-7,196,Guard-Forward,2019.0,2023.0,1,1,0,2021-22
1629685,Dylan,Windler,USA,6-7,196,Guard-Forward,2019.0,2023.0,1,1,0,2022-23
1626159,Justise,Winslow,USA,6-6,222,Forward-Guard,2015.0,2023.0,1,1,0,2021-22
1626159,Justise,Winslow,USA,6-6,222,Forward-Guard,2015.0,2023.0,1,1,0,2022-23
1630216,Cassius,Winston,USA,6-1,185,Guard,2020.0,2021.0,1,0,0,2021-22
1630164,James,Wiseman,USA,7-0,240,Center,2020.0,2023.0,0,0,1,2021-22
1630164,James,Wiseman,USA,7-0,240,Center,2020.0,2023.0,0,0,1,2022-23
1626174,Christian,Wood,USA,6-9,214,Forward,2015.0,2023.0,0,1,0,2021-22
1626174,Christian,Wood,USA,6-9,214,Forward,2015.0,2023.0,0,1,0,2022-23
1630218,Robert,Woodard II,USA,6-6,235,Forward,2020.0,2021.0,0,1,0,2021-22
1626153,Delon,Wright,USA,6-5,185,Guard,2015.0,2023.0,1,0,0,2021-22
1626153,Delon,Wright,USA,6-5,185,Guard,2015.0,2023.0,1,0,0,2022-23
1630589,Moses,Wright,USA,6-8,226,Forward,2021.0,2021.0,0,1,0,2021-22
1630593,McKinley,Wright IV,USA,5-11,192,Guard,2021.0,2023.0,1,0,0,2021-22
1630593,McKinley,Wright IV,USA,5-11,192,Guard,2021.0,2023.0,1,0,0,2022-23
1628221,Gabe,York,USA,6-3,190,Guard,2021.0,2023.0,1,0,0,2021-22
1628221,Gabe,York,USA,6-3,190,Guard,2021.0,2023.0,1,0,0,2022-23
201152,Thaddeus,Young,USA,6-8,235,Forward,2007.0,2023.0,0,1,0,2021-22
201152,Thaddeus,Young,USA,6-8,235,Forward,2007.0,2023.0,0,1,0,2022-23
1629027,Trae,Young,USA,6-1,164,Guard,2018.0,2023.0,1,0,0,2021-22
1629027,Trae,Young,USA,6-1,164,Guard,2018.0,2023.0,1,0,0,2022-23
1630209,Omer,Yurtseven,Turkey,6-11,275,Center,2020.0,2023.0,0,0,1,2021-22
1630209,Omer,Yurtseven,Turkey,6-11,275,Center,2020.0,2023.0,0,0,1,2022-23
203469,Cody,Zeller,USA,6-11,240,Forward-Center,2013.0,2023.0,0,1,1,2021-22
203469,Cody,Zeller,USA,6-11,240,Forward-Center,2013.0,2023.0,0,1,1,2022-23
1627826,Ivica,Zubac,Croatia,7-0,240,Center,2016.0,2023.0,0,0,1,2021-22
1627826,Ivica,Zubac,Croatia,7-0,240,Center,2016.0,2023.0,0,0,1,2022-23
